# dataset: PROTEINS
# type: GraphSAGE
# train_mode: S
epoch;train_loss;train_acc;val_loss;val_acc;test_loss;test_acc;AUC;F1;ECE;Brier
0;0.681232;0.640045;0.684331;0.687500;0.657477;0.589286;0.728710;0.547254;0.075423;0.462103
1;0.597946;0.709786;0.648868;0.687500;0.639368;0.616071;0.731935;0.588767;0.082460;0.438475
2;0.569036;0.744657;0.616007;0.705357;0.587660;0.669643;0.762581;0.666036;0.074324;0.400130
3;0.563073;0.736783;0.617561;0.696429;0.639867;0.651786;0.747419;0.639849;0.093424;0.428788
4;0.548609;0.737908;0.588060;0.714286;0.579453;0.705357;0.796129;0.690374;0.039656;0.387918
5;0.565286;0.737908;0.642100;0.678571;0.677632;0.642857;0.719355;0.631903;0.116961;0.458848
6;0.563961;0.719910;0.670300;0.678571;0.673783;0.687500;0.773548;0.643383;0.135227;0.444608
7;0.551909;0.740157;0.599554;0.732143;0.598148;0.723214;0.777419;0.713726;0.092484;0.400900
8;0.547302;0.748031;0.627691;0.732143;0.634860;0.687500;0.790968;0.671609;0.133696;0.413560
9;0.544454;0.746907;0.607733;0.705357;0.618423;0.687500;0.776774;0.676788;0.066433;0.410834
10;0.539441;0.762655;0.599479;0.696429;0.608198;0.714286;0.757419;0.701035;0.092948;0.412572
11;0.540801;0.755906;0.623073;0.705357;0.645072;0.678571;0.757742;0.668713;0.077505;0.430106
